table,region,year,indicator,value,unit,notes
2-9,广东,2024,集体户女,2809,人,分地区户数、人口数、性别比和户规模
2-9,广东,2024,平均家庭户规模,2.63,人/户,分地区户数、人口数、性别比和户规模
2-9,广西,2024,户数,17234,户,分地区户数、人口数、性别比和户规模
2-9,广西,2024,家庭户数,16342,户,分地区户数、人口数、性别比和户规模
2-9,广西,2024,集体户数,892,户,分地区户数、人口数、性别比和户规模
2-9,广西,2024,人口数,51594,人,分地区户数、人口数、性别比和户规模
2-9,广西,2024,男,26652,人,分地区户数、人口数、性别比和户规模
2-9,广西,2024,女,24942,人,分地区户数、人口数、性别比和户规模
2-9,广西,2024,性别比,106.86,（女=100）,分地区户数、人口数、性别比和户规模
2-9,广西,2024,家庭户人口数,48271,人,分地区户数、人口数、性别比和户规模
2-9,广西,2024,家庭户男,24958,人,分地区户数、人口数、性别比和户规模
2-9,广西,2024,家庭户女,23314,人,分地区户数、人口数、性别比和户规模
2-9,广西,2024,集体户人口数,3323,人,分地区户数、人口数、性别比和户规模
2-9,广西,2024,集体户男,1695,人,分地区户数、人口数、性别比和户规模
2-9,广西,2024,集体户女,1628,人,分地区户数、人口数、性别比和户规模
2-9,广西,2024,平均家庭户规模,2.95,人/户,分地区户数、人口数、性别比和户规模
2-9,海南,2024,户数,3357,户,分地区户数、人口数、性别比和户规模
2-9,海南,2024,家庭户数,3287,户,分地区户数、人口数、性别比和户规模
2-9,海南,2024,集体户数,70,户,分地区户数、人口数、性别比和户规模
2-9,海南,2024,人口数,10785,人,分地区户数、人口数、性别比和户规模
2-9,海南,2024,男,5725,人,分地区户数、人口数、性别比和户规模
2-9,海南,2024,女,5060,人,分地区户数、人口数、性别比和户规模
2-9,海南,2024,性别比,113.14,（女=100）,分地区户数、人口数、性别比和户规模
2-9,海南,2024,家庭户人口数,10563,人,分地区户数、人口数、性别比和户规模
2-9,海南,2024,家庭户男,5629,人,分地区户数、人口数、性别比和户规模
2-9,海南,2024,家庭户女,4933,人,分地区户数、人口数、性别比和户规模
2-9,海南,2024,集体户人口数,223,人,分地区户数、人口数、性别比和户规模
2-9,海南,2024,集体户男,96,人,分地区户数、人口数、性别比和户规模
2-9,海南,2024,集体户女,127,人,分地区户数、人口数、性别比和户规模
2-9,海南,2024,平均家庭户规模,3.21,人/户,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,户数,12950,户,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,家庭户数,12216,户,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,集体户数,735,户,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,人口数,32828,人,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,男,16520,人,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,女,16308,人,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,性别比,101.3,（女=100）,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,家庭户人口数,30514,人,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,家庭户男,15150,人,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,家庭户女,15364,人,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,集体户人口数,2315,人,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,集体户男,1371,人,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,集体户女,944,人,分地区户数、人口数、性别比和户规模
2-9,重庆,2024,平均家庭户规模,2.5,人/户,分地区户数、人口数、性别比和户规模
2-9,四川,2024,户数,33735,户,分地区户数、人口数、性别比和户规模
2-9,四川,2024,家庭户数,32590,户,分地区户数、人口数、性别比和户规模
2-9,四川,2024,集体户数,1145,户,分地区户数、人口数、性别比和户规模
2-9,四川,2024,人口数,86091,人,分地区户数、人口数、性别比和户规模
2-9,四川,2024,男,43367,人,分地区户数、人口数、性别比和户规模
2-9,四川,2024,女,42724,人,分地区户数、人口数、性别比和户规模
2-9,四川,2024,性别比,101.51,（女=100）,分地区户数、人口数、性别比和户规模
2-9,四川,2024,家庭户人口数,81915,人,分地区户数、人口数、性别比和户规模
2-9,四川,2024,家庭户男,41303,人,分地区户数、人口数、性别比和户规模
2-9,四川,2024,家庭户女,40613,人,分地区户数、人口数、性别比和户规模
2-9,四川,2024,集体户人口数,4175,人,分地区户数、人口数、性别比和户规模
2-9,四川,2024,集体户男,2064,人,分地区户数、人口数、性别比和户规模
2-9,四川,2024,集体户女,2111,人,分地区户数、人口数、性别比和户规模
2-9,四川,2024,平均家庭户规模,2.51,人/户,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,户数,13964,户,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,家庭户数,13446,户,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,集体户数,518,户,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,人口数,39732,人,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,男,20310,人,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,女,19422,人,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,性别比,104.57,（女=100）,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,家庭户人口数,38031,人,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,家庭户男,19456,人,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,家庭户女,18576,人,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,集体户人口数,1701,人,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,集体户男,855,人,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,集体户女,847,人,分地区户数、人口数、性别比和户规模
2-9,贵州,2024,平均家庭户规模,2.83,人/户,分地区户数、人口数、性别比和户规模
2-9,云南,2024,户数,17350,户,分地区户数、人口数、性别比和户规模
2-9,云南,2024,家庭户数,16587,户,分地区户数、人口数、性别比和户规模
2-9,云南,2024,集体户数,763,户,分地区户数、人口数、性别比和户规模
2-9,云南,2024,人口数,47918,人,分地区户数、人口数、性别比和户规模
2-9,云南,2024,男,24599,人,分地区户数、人口数、性别比和户规模
2-9,云南,2024,女,23319,人,分地区户数、人口数、性别比和户规模
2-9,云南,2024,性别比,105.49,（女=100）,分地区户数、人口数、性别比和户规模
2-9,云南,2024,家庭户人口数,45526,人,分地区户数、人口数、性别比和户规模
2-9,云南,2024,家庭户男,23411,人,分地区户数、人口数、性别比和户规模
2-9,云南,2024,家庭户女,22115,人,分地区户数、人口数、性别比和户规模
2-9,云南,2024,集体户人口数,2392,人,分地区户数、人口数、性别比和户规模
2-9,云南,2024,集体户男,1188,人,分地区户数、人口数、性别比和户规模
2-9,云南,2024,集体户女,1204,人,分地区户数、人口数、性别比和户规模
2-9,云南,2024,平均家庭户规模,2.74,人/户,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,户数,1194,户,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,家庭户数,1133,户,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,集体户数,61,户,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,人口数,3812,人,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,男,2007,人,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,女,1806,人,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,性别比,111.13,（女=100）,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,家庭户人口数,3608,人,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,家庭户男,1899,人,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,家庭户女,1709,人,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,集体户人口数,204,人,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,集体户男,107,人,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,集体户女,97,人,分地区户数、人口数、性别比和户规模
2-9,西藏,2024,平均家庭户规模,3.18,人/户,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,户数,17078,户,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,家庭户数,16600,户,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,集体户数,478,户,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,人口数,40691,人,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,男,20742,人,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,女,19950,人,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,性别比,103.97,（女=100）,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,家庭户人口数,39032,人,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,家庭户男,19933,人,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,家庭户女,19099,人,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,集体户人口数,1659,人,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,集体户男,809,人,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,集体户女,851,人,分地区户数、人口数、性别比和户规模
2-9,陕西,2024,平均家庭户规模,2.35,人/户,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,户数,9019,户,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,家庭户数,8858,户,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,集体户数,161,户,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,人口数,25300,人,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,男,12832,人,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,女,12468,人,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,性别比,102.92,（女=100）,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,家庭户人口数,24586,人,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,家庭户男,12518,人,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,家庭户女,12068,人,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,集体户人口数,714,人,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,集体户男,314,人,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,集体户女,400,人,分地区户数、人口数、性别比和户规模
2-9,甘肃,2024,平均家庭户规模,2.78,人/户,分地区户数、人口数、性别比和户规模
2-9,青海,2024,户数,2171,户,分地区户数、人口数、性别比和户规模
2-9,青海,2024,家庭户数,2115,户,分地区户数、人口数、性别比和户规模
2-9,青海,2024,集体户数,56,户,分地区户数、人口数、性别比和户规模
2-9,青海,2024,人口数,6108,人,分地区户数、人口数、性别比和户规模
2-9,青海,2024,男,3068,人,分地区户数、人口数、性别比和户规模
2-9,青海,2024,女,3041,人,分地区户数、人口数、性别比和户规模
2-9,青海,2024,性别比,100.89,（女=100）,分地区户数、人口数、性别比和户规模
2-9,青海,2024,家庭户人口数,5865,人,分地区户数、人口数、性别比和户规模
2-9,青海,2024,家庭户男,2922,人,分地区户数、人口数、性别比和户规模
2-9,青海,2024,家庭户女,2943,人,分地区户数、人口数、性别比和户规模
2-9,青海,2024,集体户人口数,243,人,分地区户数、人口数、性别比和户规模
2-9,青海,2024,集体户男,145,人,分地区户数、人口数、性别比和户规模
2-9,青海,2024,集体户女,97,人,分地区户数、人口数、性别比和户规模
2-9,青海,2024,平均家庭户规模,2.77,人/户,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,户数,2727,户,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,家庭户数,2614,户,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,集体户数,114,户,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,人口数,7499,人,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,男,3808,人,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,女,3691,人,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,性别比,103.17,（女=100）,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,家庭户人口数,7115,人,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,家庭户男,3612,人,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,家庭户女,3503,人,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,集体户人口数,384,人,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,集体户男,196,人,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,集体户女,188,人,分地区户数、人口数、性别比和户规模
2-9,宁夏,2024,平均家庭户规模,2.72,人/户,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,户数,9419,户,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,家庭户数,8966,户,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,集体户数,453,户,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,人口数,26995,人,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,男,13963,人,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,女,13032,人,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,性别比,107.14,（女=100）,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,家庭户人口数,25501,人,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,家庭户男,13217,人,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,家庭户女,12284,人,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,集体户人口数,1494,人,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,集体户男,746,人,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,集体户女,749,人,分地区户数、人口数、性别比和户规模
2-9,新疆,2024,平均家庭户规模,2.84,人/户,分地区户数、人口数、性别比和户规模
